ContentID,UserID,Type,Datetime,ContentType,Content,Sentiment,Score,,ContentID,UserID,ContentType,Category,,,Type,Sentiment,Score
baadf2d9-ab5b-458d-a3cf-37c39a69be50,002cd824-10f2-447c-8d1c-940325a1cdf4,love,08/29/2020 02:38,audio,public speaking,positive,65,,4fa14453-7b29-4302-b51f-9aa23b472c1b,8c9c5ee7-9c8c-4842-bbd1-1d1e51da8164,audio,animals,,,,,
5a0b2edf-78dc-4c4f-ada9-464523b52f12,002cd824-10f2-447c-8d1c-940325a1cdf4,want,06/02/2021 13:39,photo,fitness,positive,15,,16757b80-2803-4464-b5d7-e372d8d77337,3e65775b-36e4-495d-9c45-28127fb3da5f,GIF,technology,,,,,
f9e9544e-16b5-416f-9aec-80a723d1e64c,002cd824-10f2-447c-8d1c-940325a1cdf4,adore,02/05/2021 03:29,video,studying,positive,72,,4478d98e-43e8-4dc0-884d-c1115aa8b970,d6204684-926d-41db-ae9c-a7bf2e76313a,audio,animals,,,,,
1287b5c5-604b-462b-bf77-e64a8e89739e,002cd824-10f2-447c-8d1c-940325a1cdf4,adore,09/12/2020 18:42,GIF,tennis,positive,72,,34f73132-fff6-4f01-a5ec-4b4b66461fc7,948f7e9d-49bb-4770-bc9d-cb3fb65cca15,photo,fitness,,,,,
1287b5c5-604b-462b-bf77-e64a8e89739e,002cd824-10f2-447c-8d1c-940325a1cdf4,worried,09/05/2020 08:26,GIF,tennis,negative,12,,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,f9775602-43ab-4d54-ad93-7c9a489879bc,photo,veganism,,,,,
c6616e7c-f815-46d0-9b1d-d7ea977f5d32,002cd824-10f2-447c-8d1c-940325a1cdf4,like,10/30/2020 16:02,video,studying,positive,20,,220d9dc1-f8a5-422d-b200-3819f3b89b2b,26c9a1fc-78b0-460b-8931-cec1dc87aa0d,video,dogs,,,,,
292051b5-b835-4a60-962a-bddf10da82bd,002cd824-10f2-447c-8d1c-940325a1cdf4,super love,07/20/2020 09:13,GIF,tennis,#N/A,65,,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,b6d04982-1509-41ab-a700-b390d6cb4d02,GIF,studying,,,,,
8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,002cd824-10f2-447c-8d1c-940325a1cdf4,super love,08/16/2020 06:31,video,dogs,#N/A,65,,259cd56f-b017-4a41-81a7-f26ce9b35092,b870b764-7447-4990-a8d4-024d33e0e67d,video,culture,,,,,
96ece45a-89e4-4cf8-b216-c860bf8e158e,002cd824-10f2-447c-8d1c-940325a1cdf4,heart,11/22/2020 12:31,video,dogs,positive,5,,14ed7f7b-2c96-4458-8a39-606c25c14180,7918d465-0953-4f20-9e28-539e74c82e2f,video,tennis,,,,,
9c542f56-b0ec-4df1-b95e-f56e1c467813,002cd824-10f2-447c-8d1c-940325a1cdf4,like,11/27/2020 09:57,audio,food,positive,20,,c01fa154-5348-4040-9d20-0bbf01f6349b,69532ce2-1ffe-4187-8042-0230d115b24e,GIF,tennis,,,,,
d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,002cd824-10f2-447c-8d1c-940325a1cdf4,heart,05/09/2021 07:21,video,studying,positive,5,,50c9237a-541c-4f10-a2be-7cbe076b2012,e79a2e98-57b4-4469-8da4-87f338460d42,GIF,travel,,,,,
4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,002cd824-10f2-447c-8d1c-940325a1cdf4,cherish,7/20/202010:16:00PM,photo,fitness,positive,70,,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,77a7b81e-96f7-4e5a-92c7-5b07f7333913,video,science,,,,,
b9ff65d6-b79a-4f9b-8745-10088ddf9934,002cd824-10f2-447c-8d1c-940325a1cdf4,dislike,09/09/2020 22:11,video,animals,negative,0,,e442899c-d2d6-4392-be2d-a0b916ae47fb,c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,video,technology,,,,,
6519b8ec-1253-4f91-8abb-3c5a04eccd2b,002cd824-10f2-447c-8d1c-940325a1cdf4,love,04/18/2021 22:13,photo,fitness,positive,65,,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,80e03bc0-fc8f-475b-a4dd-870844b7a313,video,science,,,,,
ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,002cd824-10f2-447c-8d1c-940325a1cdf4,intrigued,11/02/2020 09:34,video,studying,positive,20,,d852b946-01e1-44fe-abd7-26198660cbdb,242a3620-fc18-4120-ac72-37b0f3716879,GIF,food,,,,,
21bc3be6-6bd1-4926-8bee-c4585873851b,002cd824-10f2-447c-8d1c-940325a1cdf4,scared,09/21/2020 06:51,GIF,tennis,negative,65,,9dd95c34-8b39-4776-a232-412512329c3f,a6133f47-5586-434e-8be1-1e7122db1c0e,audio,fitness,,,,,
74989207-b147-4a13-89b8-f0d868dfdf4a,002cd824-10f2-447c-8d1c-940325a1cdf4,peeking,04/23/2021 13:04,photo,fitness,neutral,65,,c59e27e9-0439-4699-8ea0-5e93f662a05d,fe15963d-0a77-4247-9bc6-04e146b826b2,GIF,fitness,,,,,
26c02731-b5d8-4ad3-99a2-5e589e107937,002cd824-10f2-447c-8d1c-940325a1cdf4,disgust,04/20/2021 06:23,GIF,tennis,negative,0,,78713905-362f-4a87-9671-adab5f1e0e67,15e325b1-c221-4bf8-8010-18d76b03646e,audio,dogs,,,,,
998194db-5706-4b01-9565-7c7e7d4ea5f5,002cd824-10f2-447c-8d1c-940325a1cdf4,adore,12/06/2020 00:28,video,dogs,positive,72,,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,6ecb39b1-8f85-44f1-b2f3-0cffcba4d731,video,culture,,,,,
a287c7ad-f5c8-4d87-940b-b7b24e2b42ac,002cd824-10f2-447c-8d1c-940325a1cdf4,adore,03/29/2021 23:36,photo,tennis,positive,72,,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,f3eb7ee0-7788-43a0-9686-1c399260b17e,GIF,soccer,,,,,
f4e3840e-bb71-40c2-afc5-9408d842646d,007a1366-a46f-40f1-9ba5-01245aeaf20f,super love,04/17/2021 18:59,video,studying,#N/A,65,,026973ef-4b73-4901-9160-bc9e04516057,4eed2f45-f040-4995-a60f-472af1ff379a,audio,culture,,,,,
34f73132-fff6-4f01-a5ec-4b4b66461fc7,007a1366-a46f-40f1-9ba5-01245aeaf20f,hate,12/04/2020 19:57,GIF,veganism,negative,5,,f08bdab2-b888-484e-8fd9-919e6ed86c12,3956593b-7739-426a-b7a5-e841c95a5df9,audio,education,,,,,
af7971aa-5fd5-41d3-b6c3-583704a705a2,007a1366-a46f-40f1-9ba5-01245aeaf20f,peeking,05/05/2021 20:23,photo,travel,neutral,65,,258bb775-3c35-4eec-90f3-8b75a52e466a,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,photo,education,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,007a1366-a46f-40f1-9ba5-01245aeaf20f,peeking,01/21/2021 16:33,GIF,veganism,neutral,65,,8d32243c-2dd1-4128-bde1-d643207e582c,ef56931b-540b-4166-9090-73ae48ac8d97,photo,studying,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,007a1366-a46f-40f1-9ba5-01245aeaf20f,peeking,10/19/2020 18:25,GIF,tennis,neutral,65,,e2c433d2-096e-484e-8c69-28f0bb69f3b7,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,audio,science,,,,,
909cbb46-9789-4e9d-9148-890e5c44a9e2,007a1366-a46f-40f1-9ba5-01245aeaf20f,heart,06/25/2020 22:20,video,dogs,positive,5,,3d8fffab-6107-4d7b-9485-c610e233c91c,9a84c667-c913-47ce-be69-0f847dbfe0db,photo,studying,,,,,
3e64dfe3-e832-4352-a170-9806f64ac507,007a1366-a46f-40f1-9ba5-01245aeaf20f,worried,07/03/2020 08:48,GIF,veganism,negative,12,,aa9ea032-0fea-42c3-88d9-666685d4b32b,1879b698-1639-438e-a07e-ddd735f8d57c,GIF,veganism,,,,,
227a8c57-e5a0-46a8-999d-fcdea42c0905,007a1366-a46f-40f1-9ba5-01245aeaf20f,dislike,02/10/2021 18:37,GIF,tennis,negative,0,,eaddee3e-3a23-47cd-9785-ab7f2120a293,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,science,,,,,
0c042b6c-725e-4591-a666-cf32c5ec7cc8,007a1366-a46f-40f1-9ba5-01245aeaf20f,peeking,04/09/2021 15:50,GIF,tennis,neutral,65,,9ef39aa2-60f9-4e4b-b666-c6cb97015503,dcc6000c-ba92-472c-8bc1-9e9ca30b475b,GIF,travel,,,,,
7e2e14e2-79eb-41d0-8d5f-eba20460f049,007a1366-a46f-40f1-9ba5-01245aeaf20f,love,05/16/2021 04:22,video,fitness,positive,65,,841403fd-321b-4118-90b3-cc0075d64047,1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,GIF,studying,,,,,
8477eb49-08fd-44c3-a238-a13ee8cc5be8,007a1366-a46f-40f1-9ba5-01245aeaf20f,heart,10/30/2020 05:19,video,fitness,positive,5,,2d0926be-9a29-4e6c-b342-815c70172214,7a85fbc6-253f-4552-9f4a-c1a332e14fa5,GIF,animals,,,,,
d288a4cb-6361-4d4b-925f-a0bf2e3350ec,007a1366-a46f-40f1-9ba5-01245aeaf20f,love,06/09/2021 21:09,video,studying,positive,65,,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,f11e8adf-a550-4e7a-ab81-dbccd952dff8,photo,science,,,,,
4c009116-c94a-4633-83fb-956565358565,007a1366-a46f-40f1-9ba5-01245aeaf20f,peeking,06/26/2020 01:40,photo,fitness,neutral,65,,0491183b-be25-4108-b667-8c30d3cdbf50,72d2587e-8fae-4626-a73d-352e6465ba0f,audio,veganism,,,,,
a82b8250-08aa-47a5-97c4-19f30f236179,007a1366-a46f-40f1-9ba5-01245aeaf20f,super love,11/14/2020 02:20,photo,travel,#N/A,65,,359b93ea-446f-4202-8801-db238de5de4d,de39bbda-66a8-4c52-835a-7a104cf7f081,photo,food,,,,,
476e3ce0-3291-4c77-b3a3-deabee114efc,007a1366-a46f-40f1-9ba5-01245aeaf20f,love,08/15/2020 12:58,GIF,veganism,positive,65,,3c510b35-43e2-4e84-a805-86c5ebddc4cf,a559688e-3f10-436f-a25e-8ad553eacb89,audio,studying,,,,,
bcd3702f-c27e-48ce-889b-63f765f498ef,007a1366-a46f-40f1-9ba5-01245aeaf20f,worried,01/12/2021 10:37,audio,public speaking,negative,12,,86346263-02db-4020-a216-9e54f502f643,bfe23c39-f814-4282-b0f7-506cd8295b8a,GIF,travel,,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,007a1366-a46f-40f1-9ba5-01245aeaf20f,super love,09/02/2020 19:30,photo,travel,#N/A,65,,3dfdcf9c-aaa4-41ea-9a7c-b3ba09103467,a1a9c0bd-785a-478f-a19e-9eb48fae0bd6,GIF,fitness,,,,,
12a7140a-6fe7-41e2-b2b4-75d913fcca1e,007a1366-a46f-40f1-9ba5-01245aeaf20f,interested,10/28/2020 18:03,GIF,tennis,positive,30,,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,d47fd6cf-20fa-45fe-97a1-b8aca043c9a8,photo,studying,,,,,
a8e72f75-bebc-42b4-a3c7-deb8a2412878,007a1366-a46f-40f1-9ba5-01245aeaf20f,disgust,12/22/2020 21:31,photo,travel,negative,0,,c4f59a1e-3198-4968-b062-9e9fcc41403f,f46eee2a-6024-4046-a6f4-5232366edb87,GIF,veganism,,,,,
6ee96d2e-a110-4e43-ab89-b5577b7b3dab,007a1366-a46f-40f1-9ba5-01245aeaf20f,interested,05/08/2021 05:29,photo,fitness,positive,30,,9d94f180-947c-40f5-aa05-f1958759b7fc,f8926cfa-7036-4929-b5db-925c26daea1a,video,science,,,,,
55d5d3f9-566c-4fcc-b24e-02ca826cce58,007a1366-a46f-40f1-9ba5-01245aeaf20f,heart,07/19/2020 02:25,photo,fitness,positive,5,,6ef45d36-cd14-428c-b5cf-ad2f06371c6e,04e52602-e370-4a99-bfda-f0c1655058da,GIF,cooking,,,,,
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,007a1366-a46f-40f1-9ba5-01245aeaf20f,super love,10/15/2020 16:55,GIF,tennis,#N/A,65,,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,7bf3ce80-784e-42a0-b06a-dbbd1e31a9b7,photo,culture,,,,,
9c8be342-6cff-4d80-bf94-fd0fd8ccd845,007a1366-a46f-40f1-9ba5-01245aeaf20f,super love,10/20/2020 17:07,photo,tennis,#N/A,65,,fada6910-2cc5-4600-808c-1e6066f795a6,05782669-264e-4c14-990e-14c8dbb13bef,GIF,technology,,,,,
d624685f-99a7-4aee-902b-283f5cf85ada,007a1366-a46f-40f1-9ba5-01245aeaf20f,peeking,08/19/2020 00:49,video,studying,neutral,65,,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,b6fd2140-f8b9-498a-a07f-0dc9986736c6,photo,culture,,,,,
f3e8d168-6fb9-48b9-8347-b35595162c1d,007a1366-a46f-40f1-9ba5-01245aeaf20f,indifferent,12/28/2020 00:47,video,studying,neutral,5,,b1ba68bc-fa4c-4a36-98a1-4d4a381ef873,20d507a0-fdba-4c04-a30c-bd18273accdc,video,animals,,,,,
b6f447e5-0a89-468a-8ad2-fd45676170d5,007a1366-a46f-40f1-9ba5-01245aeaf20f,dislike,06/23/2020 03:05,photo,travel,negative,0,,1de2f0f9-61ab-43fb-9180-6870824c63c0,084eb113-0d87-4ae5-891b-2ec7f1e194a8,GIF,science,,,,,
ec6c41c9-509e-43ff-83bb-0e5202b8e62a,007a1366-a46f-40f1-9ba5-01245aeaf20f,heart,09/17/2020 05:57,video,studying,positive,5,,c2d6e707-f00e-4fa4-a193-eb36272f58df,c924f935-cff8-45c0-b4b7-5ed2c6cdaac8,GIF,veganism,,,,,
845fe8d4-bffc-485f-ae96-fd8fe9ea013d,007a1366-a46f-40f1-9ba5-01245aeaf20f,like,09/24/2020 17:17,video,fitness,positive,20,,af7971aa-5fd5-41d3-b6c3-583704a705a2,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,video,healthy eating,,,,,
3ca5a22f-aebc-4421-a960-d787d732f1ec,007a1366-a46f-40f1-9ba5-01245aeaf20f,disgust,09/08/2020 06:59,GIF,veganism,negative,0,,6d6cf6a3-4187-44ec-af28-91c99b584bcf,8c9c5ee7-9c8c-4842-bbd1-1d1e51da8164,video,veganism,,,,,
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,007a1366-a46f-40f1-9ba5-01245aeaf20f,love,03/03/2021 00:12,GIF,tennis,positive,65,,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,49da0743-cb4d-4c84-b6a2-537bbe7256d1,video,healthy eating,,,,,
2eb32cf2-da20-4b27-b4b6-c91716f528a5,007a1366-a46f-40f1-9ba5-01245aeaf20f,super love,09/24/2020 08:56,GIF,veganism,#N/A,65,,cd568dd1-70cf-45d6-b495-10eebff8c920,8dda1a41-9e57-4944-bd36-18c0ac343b13,photo,dogs,,,,,
a03b3048-776e-4925-a52e-f6b1760a1be4,007a1366-a46f-40f1-9ba5-01245aeaf20f,like,10/07/2020 22:53,photo,tennis,positive,20,,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,9a84c667-c913-47ce-be69-0f847dbfe0db,photo,travel,,,,,
56d13215-1444-49b0-8e17-3a888bcd4e1e,007a1366-a46f-40f1-9ba5-01245aeaf20f,dislike,04/19/2021 09:35,photo,fitness,negative,0,,ef99fd68-74fb-4c72-bc70-742ebca14499,3d13e0d3-e765-4065-9221-3f864689b9e0,video,soccer,,,,,
7053e0be-7227-4a05-893f-4bbee34f0f1f,007a1366-a46f-40f1-9ba5-01245aeaf20f,cherish,7/29/20207:32:00PM,photo,fitness,positive,70,,d147ab3c-4097-4eec-b4dc-480e4ece801b,95023c1b-04b7-4efd-ab34-61a4a70bb9d8,audio,culture,,,,,
98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,007a1366-a46f-40f1-9ba5-01245aeaf20f,dislike,08/25/2020 04:01,video,dogs,negative,0,,ec8e2d25-5730-4753-a0a2-d1ed41e23623,05782669-264e-4c14-990e-14c8dbb13bef,video,healthy eating,,,,,
81abd65a-3b76-4574-a0a7-db6bf7184ae2,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,love,10/26/2020 11:48,video,fitness,positive,65,,67f2a150-6086-4cbd-8d21-46250ccef5a2,5897490a-0aaa-49c9-b63e-0da83088e3e0,GIF,cooking,,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,peeking,09/24/2020 03:31,video,dogs,neutral,65,,65545cfb-59bb-4dc1-a38b-82f268210da2,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,audio,technology,,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,love,11/20/2020 04:18,GIF,veganism,positive,65,,433607b3-eeb4-48b8-9263-9805c1b89d55,683d880b-3ccf-4f4d-8182-96e7a7a884bd,video,education,,,,,
cd568dd1-70cf-45d6-b495-10eebff8c920,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,want,11/10/2020 23:17,video,studying,positive,15,,1000371f-7758-4c44-a1bc-41fd836b0bcb,2941011b-f214-4430-8a14-e791ed0805bb,audio,studying,,,,,
ef99fd68-74fb-4c72-bc70-742ebca14499,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,adore,11/15/2020 18:52,video,studying,positive,72,,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,85a3acae-0e71-49f4-a6ee-13d3df1f4962,video,studying,,,,,
b6c24086-becf-4615-801e-c3c298a8d4e2,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,disgust,05/23/2021 19:58,photo,travel,negative,0,,8e3896e3-2f84-4b47-9365-fb562c9ed730,cf34e8ee-f508-47bc-baa1-bcc576e1084d,video,public speaking,,,,,
b56a9e24-d0f2-4599-b893-c2889a15e1d6,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,dislike,01/26/2021 14:35,photo,travel,negative,0,,de9796a6-d19d-4c41-a965-7aa4dcc69fee,98411adf-cfc0-400d-aac8-e215571ef3f2,audio,technology,,,,,
